"pft","hg_stores_mean","hg_stores_sd"
"lichen",65.4492096291667,35.2164376730667
"moss",23.2360924928571,14.0393474489681
"evergreen shrub",3.83791134166667,2.18607456314812
"deciduous shrub",0.603543986111111,0.866074230888039
"forb",0.5855148,0.0264197720868292
"graminoid",0.4624087625,0.538126274682234
