siteid,yr,startdate,enddate,ppt,HgConc,HgDep,crit1,crit2,crit3,samplecount
NJ30,2022,2021-12-28,2023-01-03,120.324,5.608,6.748,100,99,97,53
NM10,1997,1997-05-13,1997-12-30,24.573,-9.000,-9.000,63,63,100,33
NM10,1998,1997-12-30,1998-12-29,17.944,22.965,4.121,96,99,99,52
NM10,1999,1998-12-29,1999-12-28,28.438,-9.000,-9.000,66,66,100,35
NM10,2000,1999-12-28,2000-12-26,28.867,19.339,5.583,96,99,88,52
NM10,2001,2001-01-02,2001-12-31,17.637,28.401,5.009,94,99,98,52
NM10,2002,2001-12-31,2002-12-31,13.819,26.562,3.671,94,99,92,52
NM10,2003,2002-12-31,2003-12-30,15.037,26.030,3.914,94,99,97,52
NM10,2004,2003-12-30,2004-12-28,33.592,17.534,5.890,94,99,98,51
NM10,2005,2004-12-28,2006-01-03,14.447,17.453,2.521,86,99,95,53
NM10,2006,2006-01-03,2007-01-02,29.580,20.685,6.119,98,99,100,52
NM10,2007,2007-01-02,2008-01-02,23.909,21.685,5.184,96,99,99,52
NM10,2008,2008-01-02,2008-12-30,37.287,14.218,5.301,99,99,100,52
NM97,2009,2009-03-23,2009-12-15,57.491,-9.000,-9.000,61,73,88,38
NM97,2010,2010-01-01,2010-12-28,50.306,-9.000,-9.000,74,94,88,47
NM97,2011,2010-12-28,2011-08-03,18.482,-9.000,-9.000,49,58,90,26
NM98,2009,2009-04-21,2009-12-29,16.333,-9.000,-9.000,61,69,93,36
NM98,2010,2009-12-29,2010-12-28,35.535,-9.000,-9.000,73,99,68,43
NM98,2011,2010-12-28,2012-01-03,25.832,18.596,4.804,88,98,90,50
NM98,2012,2012-01-03,2012-10-09,16.662,-9.000,-9.000,65,77,93,40
NS01,1996,1996-07-02,1996-12-31,80.769,-9.000,-9.000,50,50,100,26
NS01,1997,1996-12-31,1997-12-30,123.552,6.325,7.815,88,95,93,50
NS01,1998,1997-12-30,1998-12-29,121.467,5.298,6.435,97,99,99,52
NS01,1999,1998-12-29,1999-12-28,120.941,4.954,5.990,94,94,100,50
NS01,2000,1999-12-28,2001-01-02,128.351,5.198,6.670,92,99,90,53
NS01,2001,2001-01-02,2002-01-01,101.113,6.605,6.679,94,99,96,52
NS01,2002,2002-01-01,2002-12-31,141.365,5.450,7.704,94,99,96,54
NS01,2003,2002-12-31,2003-12-30,143.504,5.035,7.224,86,99,91,51
NS01,2004,2003-12-30,2004-12-28,107.423,5.165,5.547,90,99,94,50
NS01,2005,2004-12-28,2006-01-03,144.244,4.393,6.335,99,99,100,53
NS01,2006,2006-01-03,2007-01-02,135.004,5.433,7.335,89,97,97,53
NS01,2007,2007-01-02,2008-01-01,129.096,5.639,7.278,97,99,93,52
NS01,2008,2008-01-01,2008-12-30,156.515,4.574,7.159,90,97,95,51
NS01,2009,2008-12-30,2009-12-29,155.067,4.491,6.963,99,99,100,52
NS01,2010,2009-12-29,2010-12-28,142.609,4.499,6.416,96,99,99,53
NS01,2011,2010-12-28,2012-01-03,170.673,5.010,8.549,99,99,95,54
NS01,2012,2012-01-03,2013-01-01,134.895,5.147,6.942,96,99,100,52
NS01,2013,2013-01-01,2013-12-31,165.710,4.563,7.561,99,99,100,52
NS01,2014,2013-12-31,2014-12-30,191.238,4.188,8.007,96,99,95,52
NS01,2015,2014-12-30,2015-12-29,152.362,4.459,6.794,94,99,96,52
NS01,2016,2015-12-29,2017-01-03,124.987,4.741,5.924,97,99,96,54
NS01,2017,2017-01-03,2018-01-02,135.687,4.090,5.548,99,99,100,53
NS01,2018,2018-01-02,2019-01-01,153.171,3.489,5.343,92,97,96,51
NS01,2019,2019-01-01,2019-12-31,149.038,4.685,6.982,97,99,100,52
NS01,2020,2019-12-31,2020-12-29,138.405,3.981,5.509,99,99,100,52
NS01,2021,2020-12-29,2021-12-28,133.471,4.173,5.568,92,99,95,50
NS01,2022,2021-12-28,2023-01-03,164.851,3.841,6.330,95,99,90,53
NV02,2003,2003-01-30,2003-12-30,13.640,24.852,3.390,80,91,88,49
NV02,2004,2003-12-30,2004-12-28,21.603,17.286,3.734,97,99,100,52
NV02,2005,2004-12-28,2006-01-03,28.200,9.284,2.618,93,93,100,50
NV02,2006,2006-01-03,2007-01-02,18.139,11.314,2.052,95,99,99,52
NV02,2007,2007-01-02,2008-01-01,11.354,10.284,1.168,94,99,97,52
NV02,2008,2008-01-01,2008-12-30,14.173,13.279,1.882,95,99,99,53
NV02,2009,2008-12-30,2009-12-29,16.612,34.046,5.656,95,99,95,52
NV02,2010,2009-12-29,2010-12-29,28.880,13.540,3.910,93,99,95,52
NV02,2011,2010-12-29,2012-01-03,12.742,26.141,3.331,96,99,96,54
NV02,2012,2012-01-03,2013-01-01,13.335,18.852,2.514,95,99,98,53
NV02,2013,2013-01-01,2013-12-31,9.474,31.791,3.012,96,99,98,52
NV02,2014,2013-12-31,2014-12-30,16.256,92.733,15.075,99,99,100,52
NV02,2015,2014-12-30,2015-06-30,7.036,-9.000,-9.000,48,50,99,26
NV98,2006,2006-10-17,2007-01-02,1.727,-9.000,-9.000,21,21,100,11
NV98,2007,2007-01-02,2008-01-01,10.770,17.597,1.895,86,99,92,52
NV98,2008,2008-01-01,2008-06-03,9.703,-9.000,-9.000,42,42,100,22
NV99,2003,2003-02-13,2003-12-30,24.270,-9.000,-9.000,82,86,96,45
NV99,2004,2003-12-30,2004-12-28,21.971,15.802,3.472,94,99,93,52
NV99,2005,2004-12-28,2006-01-03,39.557,10.162,4.019,94,94,100,49
NV99,2006,2006-01-03,2007-01-02,25.451,17.446,4.440,89,99,95,50
NV99,2007,2007-01-02,2008-01-01,13.524,15.882,2.148,96,99,93,50
NV99,2008,2008-01-01,2008-12-30,25.495,-9.000,-9.000,83,99,66,53
NV99,2009,2008-12-30,2009-12-29,29.001,15.690,4.550,78,99,96,52
NV99,2010,2009-12-29,2010-12-28,28.956,8.606,2.492,76,99,89,51
NV99,2011,2010-12-28,2012-01-03,19.202,18.169,3.489,84,99,86,53
NV99,2012,2012-01-03,2013-01-01,19.805,20.340,4.028,92,99,94,52
NV99,2013,2013-01-01,2013-12-30,12.146,23.532,2.858,77,99,81,52
NV99,2014,2013-12-30,2014-12-30,28.866,15.657,4.520,96,99,99,52
NV99,2015,2014-12-30,2015-07-07,14.542,-9.000,-9.000,46,52,64,27
NY06,2008,2008-01-09,2008-12-30,135.153,7.474,10.101,95,99,99,51
NY06,2009,2008-12-30,2009-12-29,135.204,6.638,8.974,99,99,100,52
NY06,2010,2009-12-29,2010-12-28,119.685,5.703,6.826,94,99,100,52
NY06,2011,2010-12-28,2012-01-03,178.940,6.102,10.917,94,99,99,53
NY06,2012,2012-01-03,2013-01-02,105.816,8.901,9.419,96,99,95,52
NY06,2013,2013-01-02,2013-12-31,107.823,7.310,7.881,92,99,99,52
NY06,2014,2013-12-31,2014-12-30,140.741,6.388,8.991,99,99,100,52
NY06,2015,2014-12-30,2015-12-29,108.052,6.169,6.666,96,99,100,52
NY06,2016,2015-12-29,2017-01-03,111.100,6.501,7.223,99,99,100,53
NY06,2017,2017-01-03,2018-01-02,112.166,6.461,7.246,99,99,100,52
NY06,2018,2018-01-02,2018-12-31,158.242,6.039,9.555,99,99,100,52
NY06,2019,2018-12-31,2019-12-31,150.597,5.887,8.866,99,99,100,52
NY06,2020,2019-12-31,2020-12-29,97.257,-9.000,-9.000,86,86,100,48
NY06,2021,2020-12-29,2021-12-28,144.602,6.501,9.399,99,99,100,52
NY06,2022,2021-12-28,2023-01-03,122.199,5.899,7.207,99,99,98,53
NY20,1999,1999-12-10,1999-12-28,4.623,-9.000,-9.000,5,5,100,3
NY20,2000,1999-12-28,2001-01-02,115.488,6.595,7.616,92,98,95,52
NY20,2001,2001-01-02,2002-01-01,94.528,7.150,6.759,84,95,84,50
NY20,2002,2002-01-01,2002-12-31,106.700,5.710,6.091,96,99,96,52
NY20,2003,2002-12-31,2003-12-30,125.111,7.335,9.177,90,99,94,52
NY20,2004,2003-12-30,2004-12-28,102.794,6.666,6.851,98,99,100,52
NY20,2005,2004-12-28,2006-01-03,124.842,5.087,6.349,99,99,100,54
NY20,2006,2006-01-03,2007-01-02,129.147,5.260,6.792,92,99,95,52
NY20,2007,2007-01-02,2008-01-01,105.848,5.272,5.580,87,99,86,53
NY20,2008,2008-01-01,2008-12-30,130.431,4.999,6.519,99,99,100,51
NY20,2009,2008-12-30,2009-12-29,107.448,5.846,6.281,98,99,100,52
NY20,2010,2009-12-29,2010-12-28,115.533,4.919,5.682,92,99,99,52
NY20,2011,2010-12-28,2012-01-03,153.837,5.774,8.883,96,99,100,53
NY20,2012,2012-01-03,2013-01-01,104.421,5.569,5.815,96,99,97,51
NY20,2013,2013-01-01,2013-12-31,115.359,5.568,6.423,99,99,100,51
NY20,2014,2013-12-31,2014-12-30,116.213,4.826,5.608,99,99,100,52
NY20,2015,2014-12-30,2015-12-29,106.370,4.178,4.444,94,99,97,50
NY20,2016,2015-12-29,2017-01-03,112.892,5.487,6.193,96,99,96,53
NY20,2017,2017-01-03,2018-01-02,136.827,4.533,6.201,92,99,91,51
NY20,2018,2018-01-02,2019-01-01,112.827,4.474,5.048,90,99,91,52
NY20,2019,2019-01-01,2019-12-31,145.922,4.606,6.721,90,98,96,52
NY20,2020,2019-12-31,2020-12-29,100.686,4.391,4.421,92,99,94,52
NY20,2021,2020-12-29,2021-12-28,122.885,5.139,6.314,92,99,94,52
NY20,2022,2021-12-28,2023-01-03,122.885,4.731,5.814,97,99,95,54
NY43,2008,2008-01-08,2008-12-30,86.243,9.320,8.037,92,92,100,47
NY43,2009,2008-12-30,2009-12-29,97.969,6.581,6.447,98,100,100,52
NY43,2010,2009-12-29,2010-12-28,97.254,7.176,6.978,92,96,95,52
NY43,2011,2010-12-28,2011-12-06,107.523,7.944,8.542,88,94,96,48
NY43,2012,2012-01-17,2013-01-02,96.797,6.970,6.746,92,96,94,50
NY43,2013,2013-01-02,2013-12-31,100.433,8.051,8.085,82,100,78,52
NY43,2014,2013-12-31,2014-12-30,100.731,7.683,7.738,91,100,90,53
NY43,2015,2014-12-30,2015-12-29,93.673,7.102,6.652,96,99,99,52
NY43,2016,2015-12-29,2017-01-03,87.452,7.680,6.716,92,97,92,52
NY43,2017,2017-01-03,2018-01-02,121.155,6.490,7.863,80,97,89,51
NY43,2018,2018-01-02,2019-01-02,95.616,6.825,6.525,98,100,98,52
NY43,2019,2019-01-08,2019-12-31,94.784,5.968,5.657,99,99,100,51
NY43,2020,2019-12-31,2020-12-29,85.446,6.818,5.826,95,97,99,51
NY43,2021,2020-12-29,2021-12-28,97.908,5.993,5.868,96,98,100,51
NY43,2022,2021-12-28,2023-01-03,89.281,6.234,5.566,94,99,98,53
NY68,2004,2004-03-09,2004-12-28,140.428,-9.000,-9.000,75,80,94,42
NY68,2005,2004-12-28,2006-01-03,176.555,5.413,9.557,99,99,100,53
NY68,2006,2006-01-03,2007-01-02,164.973,5.418,8.937,97,99,96,52
NY68,2007,2007-01-02,2008-01-01,169.272,6.046,10.234,88,99,83,52
NY68,2008,2008-01-01,2008-12-30,171.657,6.198,10.639,92,99,94,53
NY68,2009,2008-12-30,2009-12-29,158.025,5.427,8.574,88,99,93,53
NY68,2010,2009-12-29,2010-12-28,162.331,4.839,7.854,96,99,93,52
NY68,2011,2010-12-28,2012-01-03,225.244,5.235,11.792,87,99,90,54
NY68,2012,2012-01-03,2013-01-02,163.297,5.143,8.397,93,99,96,53
NY68,2013,2013-01-02,2013-12-31,143.535,5.931,8.513,88,99,95,52
NY68,2014,2013-12-31,2014-12-30,147.810,6.018,8.894,84,99,92,53
NY68,2015,2014-12-30,2015-12-29,149.089,5.225,7.788,94,99,95,52
NY68,2016,2015-12-29,2017-01-03,117.958,6.189,7.299,98,99,98,53
NY68,2017,2017-01-03,2018-01-02,153.467,5.837,8.958,99,99,100,52
NY68,2018,2018-01-02,2019-01-01,216.027,4.130,8.922,94,99,93,52
NY68,2019,2019-01-01,2019-12-31,178.308,4.629,8.254,99,99,100,52
NY68,2020,2019-12-31,2020-12-29,144.551,4.412,6.376,90,92,100,50
NY68,2021,2020-12-29,2021-12-28,180.010,5.482,9.866,94,99,96,52
NY68,2022,2021-12-28,2023-01-03,167.183,4.553,7.610,99,99,99,53
NY96,2013,2013-09-24,2013-12-31,19.228,-9.000,-9.000,24,26,78,14
NY96,2014,2013-12-31,2014-12-30,102.355,5.248,5.372,98,100,97,52
NY96,2015,2014-12-30,2015-12-29,94.175,4.557,4.292,91,99,83,52
NY96,2016,2015-12-29,2017-01-03,112.300,6.650,7.467,98,98,100,54
NY96,2017,2017-01-03,2018-01-02,106.523,4.780,5.092,99,99,100,52
NY96,2018,2018-01-02,2018-12-31,118.728,4.905,5.822,84,98,90,47
NY96,2019,2018-12-31,2019-12-31,127.432,4.470,5.695,99,99,100,52
NY96,2020,2019-12-31,2020-12-29,86.538,-9.000,-9.000,86,88,97,48
NY96,2021,2020-12-29,2021-12-28,100.863,6.019,6.071,97,99,99,52
NY96,2022,2021-12-28,2023-01-03,107.836,4.696,5.064,98,99,95,52
NY99,2006,2006-10-31,2007-01-02,21.053,-9.000,-9.000,17,17,100,10
NY99,2007,2007-01-02,2007-12-31,129.215,7.064,9.126,99,99,100,52
NY99,2008,2007-12-31,2008-12-30,130.282,5.970,7.778,90,99,97,52
NY99,2009,2008-12-30,2009-12-29,119.533,5.715,6.831,92,99,95,52
NY99,2010,2009-12-29,2010-10-26,115.113,-9.000,-9.000,79,82,100,43
OA02,2004,2004-09-28,2004-11-09,15.723,-9.000,-9.000,12,12,100,6
OA02,2005,2004-12-28,2005-10-11,47.897,-9.000,-9.000,61,61,100,32
OH02,2005,2004-12-28,2006-01-03,85.472,11.430,9.769,97,97,100,54
OH02,2006,2006-01-03,2007-01-02,109.471,9.319,10.200,96,99,99,52
OH02,2007,2007-01-02,2008-01-02,94.750,9.139,8.659,88,99,89,52
OH02,2008,2008-01-02,2008-12-30,104.978,9.336,9.801,95,97,98,51
OH02,2009,2008-12-30,2009-12-29,90.500,7.591,6.870,96,99,96,52
OH02,2010,2009-12-31,2010-12-28,35.839,-9.000,-9.000,42,42,100,30
OH02,2014,2013-12-31,2014-12-30,91.237,8.121,7.409,99,99,100,53
OH02,2015,2014-12-30,2015-12-29,121.538,7.611,9.249,97,99,100,52
OH02,2016,2015-12-29,2017-01-03,91.745,7.272,6.672,97,99,100,53
OH02,2017,2017-01-03,2018-01-03,108.153,8.024,8.677,90,99,97,52
OH02,2018,2018-01-03,2019-01-03,148.188,-9.000,-9.000,74,99,78,51
OH02,2019,2019-01-03,2019-12-31,117.699,6.284,7.396,96,96,100,52
OH02,2020,2019-12-31,2020-12-22,72.542,7.395,5.364,98,99,100,39
OH02,2021,2020-12-22,2022-01-04,124.427,-9.000,-9.000,49,99,38,50
OH02,2022,2022-01-04,2022-04-26,42.934,-9.000,-9.000,6,30,9,14
OH16,2017,2017-11-29,2018-01-02,4.420,-9.000,-9.000,9,9,100,5
OH16,2018,2018-01-02,2018-12-31,126.263,7.508,9.479,88,100,96,52
OH16,2019,2018-12-31,2019-12-31,100.965,8.134,8.212,90,99,91,52
OH16,2020,2019-12-31,2020-12-29,92.278,-9.000,-9.000,78,82,100,46
OH16,2021,2020-12-29,2021-12-28,90.399,7.695,6.956,90,99,98,52
OH16,2022,2021-12-28,2023-01-03,104.572,7.748,8.102,92,99,99,53
OH52,2014,2014-05-08,2014-12-30,34.659,-9.000,-9.000,65,65,100,34
OH52,2015,2014-12-30,2015-12-29,79.681,8.881,7.076,97,99,95,50
OH52,2016,2015-12-29,2017-01-03,67.036,21.520,14.426,97,99,99,53
OH52,2017,2017-01-03,2018-01-02,77.835,8.158,6.350,96,99,99,51
OH52,2018,2018-01-02,2019-01-02,70.128,7.329,5.139,97,99,98,52
OH52,2019,2019-01-02,2020-01-02,78.028,13.281,10.362,96,99,99,51
OH52,2020,2020-01-02,2020-12-22,55.021,-9.000,-9.000,74,74,100,39
OH52,2021,2020-12-22,2022-01-04,84.930,8.373,7.110,98,99,100,52
OH52,2022,2022-01-04,2022-12-27,60.045,8.560,5.139,95,99,98,50
OK01,2006,2006-10-31,2007-01-03,31.750,-9.000,-9.000,12,17,93,9
OK01,2007,2007-01-03,2008-01-02,134.849,10.567,14.250,99,99,100,52
OK01,2008,2008-01-02,2008-12-30,97.104,9.998,9.708,97,99,100,52
OK01,2009,2008-12-30,2009-12-29,129.286,9.898,12.797,96,99,100,52
OK01,2010,2009-12-29,2010-12-28,97.372,12.004,11.689,92,99,95,52
OK01,2011,2010-12-28,2012-01-03,81.178,13.266,10.769,96,99,99,53
OK01,2012,2012-01-03,2013-01-02,94.767,10.538,9.987,95,99,91,52
OK01,2013,2013-01-02,2013-12-31,120.272,11.422,13.736,92,99,88,52
OK01,2014,2013-12-31,2014-12-30,87.274,12.653,11.042,99,99,100,51
OK01,2015,2014-12-30,2015-12-08,180.924,8.627,15.607,94,94,100,49
OK01,2016,2016-01-05,2017-01-03,85.623,11.543,9.883,99,99,100,52
OK01,2017,2017-01-03,2018-01-02,96.655,10.926,10.560,95,97,100,51
OK01,2018,2018-01-02,2019-01-02,145.136,8.824,12.807,99,99,100,52
OK01,2019,2019-01-02,2019-12-31,138.943,10.911,15.159,99,99,100,52
OK01,2020,2019-12-31,2020-12-29,115.595,11.075,12.801,99,99,100,52
OK01,2021,2020-12-29,2021-12-28,93.802,11.527,10.813,99,99,100,51
OK01,2022,2021-12-28,2023-01-03,105.664,12.011,12.690,96,99,96,53
OK04,2007,2007-10-30,2008-01-02,7.722,-9.000,-9.000,16,18,62,9
OK04,2008,2008-01-02,2008-12-30,73.508,9.520,6.997,94,98,93,52
OK04,2009,2008-12-30,2009-12-29,109.042,10.301,11.232,90,99,75,53
OK04,2010,2009-12-29,2010-12-28,90.246,10.356,9.346,96,99,98,52
OK04,2011,2010-12-28,2012-01-03,68.703,14.752,10.134,96,99,100,53
OK04,2012,2012-01-03,2013-01-02,71.069,14.183,10.079,99,99,100,52
OK04,2013,2013-01-02,2013-12-31,100.254,12.465,12.497,99,99,100,52
OK04,2014,2013-12-31,2014-12-30,79.578,12.439,9.898,97,99,89,52
OK04,2015,2014-12-30,2015-12-29,193.294,7.721,14.924,88,99,87,49
OK04,2016,2015-12-29,2017-01-03,91.631,12.169,11.150,95,99,100,54
OK04,2017,2017-01-03,2018-01-03,77.741,12.033,9.354,95,95,100,50
OK04,2018,2018-01-03,2019-01-02,138.728,9.549,13.246,97,99,100,52
OK04,2019,2019-01-02,2019-12-31,122.590,10.805,13.245,96,99,97,51
OK04,2020,2019-12-31,2020-12-29,92.939,11.587,10.769,97,99,99,53
OK04,2021,2020-12-29,2021-12-28,79.453,10.338,8.214,96,98,100,48
OK04,2022,2021-12-28,2023-01-03,79.763,12.486,9.959,99,99,100,53
OK05,2017,2017-12-19,2018-01-02,6.248,-9.000,-9.000,4,4,100,2
OK05,2018,2018-01-02,2019-01-02,128.092,9.477,12.139,98,98,100,52
OK05,2019,2019-01-02,2019-10-01,99.111,-9.000,-9.000,71,74,96,39
OK06,2007,2007-11-20,2008-01-02,9.246,-9.000,-9.000,8,12,90,6
OK06,2008,2008-01-02,2008-12-30,71.552,11.000,7.870,90,99,99,52
OK06,2009,2008-12-30,2009-12-29,80.162,11.526,9.240,97,99,100,53
OK06,2010,2009-12-29,2010-12-28,86.188,11.487,9.900,96,99,92,52
OK06,2011,2010-12-28,2012-01-03,43.784,16.000,7.005,95,99,95,54
OK06,2012,2012-01-03,2013-01-02,46.863,15.306,7.172,95,99,97,52
OK06,2013,2013-01-02,2013-12-31,80.120,14.769,11.832,97,99,100,52
OK06,2014,2013-12-31,2014-12-30,52.680,11.772,6.201,90,99,97,52
OK06,2015,2014-12-30,2015-12-22,109.728,10.886,11.945,88,99,91,49
OK06,2016,2015-12-22,2017-01-03,94.107,12.301,11.575,86,96,91,51
OK06,2017,2017-01-03,2018-01-02,111.559,10.580,11.803,99,99,100,52
OK06,2018,2018-01-02,2019-01-02,72.189,10.673,7.705,96,99,98,53
OK06,2019,2019-01-02,2019-12-31,72.932,12.317,8.983,92,99,97,53
OK06,2020,2019-12-31,2020-12-29,31.852,-9.000,-9.000,53,55,98,28
OK06,2021,2020-12-29,2021-12-28,74.001,10.638,7.872,98,99,89,50
OK06,2022,2021-12-28,2023-01-03,72.834,15.374,11.197,89,99,86,52
OK15,2005,2005-03-01,2006-01-03,71.786,-9.000,-9.000,84,84,100,44
OK15,2006,2006-01-03,2007-01-02,54.333,14.840,8.063,99,99,100,52
OK15,2007,2007-01-02,2008-01-02,138.677,9.043,12.539,91,99,99,52
OK15,2008,2008-01-02,2008-12-30,102.591,11.731,12.034,82,99,80,52
OK15,2009,2008-12-30,2009-06-02,42.050,-9.000,-9.000,40,42,100,22
OK19,2009,2009-03-03,2009-06-02,45.695,-9.000,-9.000,25,25,100,13
OK22,2012,2012-03-06,2013-01-08,81.788,-9.000,-9.000,81,84,99,42
OK22,2013,2013-01-08,2014-01-08,118.916,11.918,14.172,94,99,88,49
OK22,2014,2014-01-08,2014-01-14,.630,-9.000,-9.000,2,2,100,1
OK31,2006,2006-10-24,2007-01-03,10.668,-9.000,-9.000,18,19,93,10
OK31,2007,2007-01-03,2008-01-02,134.018,8.275,11.089,92,99,89,51
OK31,2008,2008-01-02,2008-12-30,136.830,12.202,16.696,93,99,91,52
OK31,2009,2008-12-30,2009-12-29,110.615,9.749,10.784,97,99,100,52
OK31,2010,2009-12-29,2010-12-28,106.025,11.943,12.662,97,99,100,51
OK31,2011,2010-12-28,2012-01-03,86.862,16.515,14.344,94,99,96,53
OK31,2012,2012-01-03,2013-01-02,79.553,12.093,9.620,82,99,88,52
OK31,2013,2013-01-02,2013-12-31,106.850,13.900,14.851,93,99,85,53
OK31,2014,2013-12-31,2014-12-31,90.240,13.393,12.085,93,99,96,53
OK31,2015,2014-12-31,2015-12-29,122.733,8.482,10.409,90,99,91,48
OK31,2016,2015-12-29,2017-01-03,95.648,11.804,11.289,79,94,89,48
OK31,2017,2017-01-03,2018-01-02,84.442,10.457,8.830,89,92,100,48
OK31,2018,2018-01-02,2019-01-02,70.387,11.680,8.221,81,99,89,51
OK31,2019,2019-01-02,2019-12-31,137.494,11.969,16.457,98,99,100,51
OK31,2020,2019-12-31,2020-12-29,106.883,10.807,11.551,98,98,100,52
OK31,2021,2020-12-29,2021-12-28,101.005,11.943,12.063,99,99,100,50
OK31,2022,2021-12-28,2023-01-03,74.219,15.039,11.162,98,99,100,52
OK97,2017,2017-12-19,2018-01-02,3.429,-9.000,-9.000,4,4,100,2
OK97,2018,2018-01-02,2019-01-02,153.683,8.115,12.470,98,99,100,52
OK97,2019,2019-01-02,2019-10-01,132.131,-9.000,-9.000,71,74,95,39
OK99,2003,2003-04-29,2003-12-30,88.997,-9.000,-9.000,63,67,97,35
OK99,2004,2003-12-30,2004-12-28,134.560,10.183,13.701,90,99,87,53
OK99,2005,2004-12-28,2006-01-03,94.127,15.447,14.539,97,99,100,53
OK99,2006,2006-01-03,2007-01-02,126.168,10.334,13.037,86,99,91,52
OK99,2007,2007-01-02,2008-01-02,112.446,8.186,9.205,94,97,100,52
OK99,2008,2008-01-02,2008-12-30,141.249,-9.000,-9.000,69,99,47,52
OK99,2009,2008-12-30,2009-12-29,149.936,9.110,13.659,83,99,89,52
OK99,2010,2009-12-29,2010-12-28,102.870,11.930,12.272,99,99,100,53
OK99,2011,2010-12-28,2012-01-03,140.336,11.628,16.317,96,99,98,53
OK99,2012,2012-01-03,2013-01-02,71.984,9.693,6.977,84,99,77,52
OK99,2013,2013-01-02,2013-12-31,117.805,12.343,14.541,96,99,100,52
OK99,2014,2013-12-31,2014-12-30,105.207,11.764,12.377,92,99,92,52
OK99,2015,2014-12-30,2015-12-29,206.299,8.091,16.692,99,99,100,52
OK99,2016,2015-12-29,2017-01-03,91.592,13.433,12.303,96,99,100,53
OK99,2017,2017-01-03,2018-01-02,124.280,9.872,12.268,99,99,100,52
OK99,2018,2018-01-02,2019-01-02,129.642,8.924,11.568,97,99,100,52
OK99,2019,2019-01-02,2019-12-31,166.695,8.445,14.077,99,99,100,52
OK99,2020,2019-12-31,2020-12-29,108.560,-9.000,-9.000,82,82,100,46
OK99,2021,2020-12-29,2021-12-28,118.897,10.951,13.020,99,99,100,52
OK99,2022,2021-12-28,2023-01-03,141.097,10.303,14.536,99,99,95,53
ON03,1997,1997-01-28,1997-12-30,65.004,8.008,5.205,90,92,100,48
ON03,1998,1997-12-30,1998-12-29,65.179,11.380,7.417,99,99,100,52
ON07,2000,2000-03-07,2001-01-02,75.763,-9.000,-9.000,63,82,61,43
ON07,2001,2001-01-02,2001-12-31,60.682,7.300,4.430,91,97,97,51
ON07,2002,2001-12-31,2002-12-31,54.314,8.692,4.721,96,99,99,52
ON07,2003,2002-12-31,2003-12-30,62.412,9.595,5.988,97,99,99,52
ON07,2004,2003-12-30,2004-12-29,70.168,7.661,5.376,95,99,97,53
ON07,2005,2004-12-29,2006-01-03,61.671,7.714,4.757,90,99,97,53
ON07,2006,2006-01-03,2007-01-03,69.930,7.263,5.079,99,99,100,52
ON07,2007,2007-01-03,2008-01-01,53.791,9.917,5.334,94,99,96,52
ON07,2008,2008-01-01,2008-12-30,83.685,7.902,6.613,96,99,99,53
ON07,2009,2008-12-30,2009-12-29,67.450,6.812,4.594,96,98,100,52
ON07,2010,2009-12-29,2010-12-28,77.038,6.505,5.011,92,99,98,51
ON07,2011,2010-12-28,2012-01-03,88.207,7.626,6.727,94,99,96,53
ON07,2012,2012-01-03,2013-01-01,76.937,8.401,6.463,99,99,100,52
ON07,2013,2013-01-01,2013-12-31,92.341,11.053,10.205,96,99,96,52
ON07,2014,2013-12-31,2014-12-30,82.218,7.044,5.791,94,99,97,53
ON07,2015,2014-12-30,2015-12-29,63.416,7.985,5.064,97,99,99,52
ON07,2016,2015-12-29,2017-01-03,88.335,6.760,5.971,98,99,95,53
ON07,2017,2017-01-03,2018-01-02,91.665,7.910,7.251,99,99,100,53
ON07,2018,2018-01-02,2019-01-01,116.779,5.446,6.359,97,99,100,52
ON07,2019,2019-01-01,2019-12-31,76.835,6.358,4.884,99,99,100,52
ON07,2020,2019-12-31,2020-12-29,96.952,6.811,6.603,88,97,78,52
ON07,2021,2020-12-29,2021-12-28,84.464,8.216,6.939,99,99,100,52
ON07,2022,2021-12-28,2023-01-04,72.669,8.310,6.039,97,99,98,53
ON10,2001,2001-11-27,2002-01-01,6.153,-9.000,-9.000,8,8,100,5
ON10,2002,2002-01-01,2002-12-31,83.227,9.936,8.269,94,99,92,52
ON10,2003,2002-12-31,2003-04-01,8.579,-9.000,-9.000,21,25,68,13
ON11,2001,2001-10-02,2002-01-01,16.154,-9.000,-9.000,3,24,25,6
ON11,2002,2002-01-01,2002-12-31,78.859,8.460,6.671,95,99,87,53
ON11,2003,2002-12-31,2003-04-01,10.116,-9.000,-9.000,19,25,86,13
ON18,2009,2009-11-24,2009-12-29,2.972,-9.000,-9.000,2,10,99,5
ON18,2010,2009-12-30,2010-12-28,86.805,-9.000,-9.000,57,98,64,52
ON99,2009,2009-04-14,2009-08-25,37.162,-9.000,-9.000,31,36,94,19
OR01,2003,2003-04-15,2003-12-30,51.963,-9.000,-9.000,69,71,100,37
OR01,2004,2003-12-30,2004-12-28,66.317,5.136,3.405,99,99,100,52
OR01,2005,2004-12-28,2006-01-03,95.519,5.052,4.825,99,99,100,53
OR01,2006,2006-01-03,2007-01-02,107.211,3.996,4.284,98,99,100,52
OR01,2010,2009-12-29,2010-12-28,115.138,4.874,5.611,99,99,100,52
OR10,2002,2002-12-13,2002-12-31,30.810,-9.000,-9.000,5,5,100,3
